# Probe Set ID	Gene Symbol
16895772	GTF3C2 
16895807	EIF2B4 
16895838	ZNF513 
16895848	PPM1G 
16895869	FTH1P3 
16895941	FNDC4 
16895954	CCDC121 
16895963	SUPT7L 
16753914	LYZ 
16895999	LOC100505736 
16896003	LOC100505716 
16896026	TRMT61B 
16896196	XDH 
16896256	MEMO1 
16896279	DPY30 
16896291	HP11026 
16896308	BIRC6-AS1 
16896320	FAM98A 
16896343	LOC100288911 
16896346	FEZ2 
16896374	STRN 
16896398	HEATR5B 
16896442	EIF2AK2 
16896481	CEBPZ 
16896502	PRKD3 
16896561	CYP1B1 
16896579	ATL2 
16896620	HNRPLL 
16896650	SRSF7 
16896672	DHX57 
16896710	SOS1 
16896764	MAP4K3 
16896816	THUMPD2 
16896910	OXER1 
16896961	THADA 
16897026	ZFP36L2 
16998162	MCTP1 
16897056	LRPPRC 
16975213	TLR1 
16897159	SIX2 
16897184	SRBD1 
16897230	FLJ41757  
16897254	PIGF 
16897276	MCFD2 
16897313	CALM2 
16897343	KCNK12 
16897349	FBXO11 
16897519	GPR75 
16897560	PSME4 
16897637	RTN4 
16897667	C2orf63 
16897693	MTIF2 
16897719	CCDC88A 
16897770	SMEK2 
16897797	PNPT1 
16897834	EFEMP1 
16897878	RN5S93 
16897886	FANCL 
16897973	PUS10 
16897998	LOC339803 
16898002	USP34 
16898110	XPO1 
16898160	FAM161A 
16898175	CCT4 
16898236	LOC100132215 
16898245	WDPCP 
16898292	VPS54 
16898326	PELI1 
16898362	SERTAD2 
16898394	RAB1A 
16898485	C1D 
16898498	WDR92 
16898516	PPP3R1 
16898518	PPP3R1 
16898548	FBXO48 
16898578	GFPT1 
16898601	NFU1 
16898617	AAK1 
16898665	ASPRV1 
16898709	C2orf42 
16898728	TIA1 
16898776	FAM136A 
16898872	TEX261 
16898890	MCEE 
16898924	EXOC6B 
16898989	RAB11FIP5 
16899004	PRADC1 
16899043	NAT8 
16899048	NAT8B 
16899050	TPRKB 
16899062	DUSP11 
16899079	DGUOK-AS1 
16899084	RN5S97 
16899086	BOLA3 
16899096	MOB1A 
16899150	DCTN1 
16899248	MOGS 
16899263	MRPL53 
16899271	CCDC142 
16899298	PCGF1 
16899335	AUP1 
16899357	LOXL3 
16899413	FAM176A 
16899429	GCFC2 
16899476	SNAR-H 
16899560	RN5S99 
16899580	SUCLG1 
16899601	TRABD2A 
16899619	TGOLN2 
16899634	RETSAT 
16899657	CAPG 
16899686	GGCX 
16899711	TMEM150A 
16899729	C2orf68 
16899764	ST3GAL5 
16899799	POLR1A 
16899801	POLR1A 
16899846	IMMT 
16899894	RNF103 
16899928	CD8A 
16899956	PLGLB1  
16899970	LOC285074 
16899982	LOC100507286 
16899985	RGPD2 
16900022	KRCC1 
16900028	MIR4780 
16900050	FOXI3 
16900053	EIF2AK3 
16900090	IGK@ 
16900096	IGK@ 
16900098	IGK@ 
16900116	IGKV1-9 
16900128	IGKV3-15 
16900132	IGKV1-16 
16900156	IGKC 
16900170	IGKV1-37 
16900174	LOC642838 
16900183	LOC654342 
16900245	MRPS5 
16900264	ZNF514 
16900441	DUSP2 
16900450	STARD7 
16900466	TMEM127 
16900474	SNRNP200 
16900538	NEURL3 
16900547	KANSL3 
16900628	ANKRD39 
16900635	SEMA4C 
16900737	ANKRD36B 
16900783	ACTR1B 
16900802	TMEM131 
16900867	COA5 
16900875	MGAT4A 
16900910	C2orf55 
16900931	TSGA10 
16900967	MITD1 
16901009	TXNDC9 
16901027	REV1 
16901109	LONRF2 
16901125	CHST10 
16901197	SNORD89 
16901200	RNF149 
16901255	MFSD9 
16901371	TGFBRAP1 
16901393	FHL2 
16901427	UXS1 
16901456	RGPD3 
16901593	SEPT10 
16901622	MIR4267 
16901624	MALL 
16901688	LOC100288570 
16901699	LIMS3 
16901716	RGPD6 
16901755	BUB1 
16901830	ANAPC1 
16901894	ZC3H8 
16901912	RGPD8 
16901957	CKAP2L 
16901974	IL1A 
16689400	GBP5 
16902015	PAX8 
16902052	RPL23AP7 
16902064	SLC35F5 
16902147	CCDC93 
16902221	C2orf76 
16902254	TMEM185B 
16902279	TFCP2L1 
16902296	CLASP1 
16902357	MKI67IP 
16902411	BIN1 
16902448	ERCC3 
16902476	MAP3K2 
16902502	IWS1 
16902535	LIMS2 
16902570	WDR33 
16902603	POLR2D 
16902611	AMMECR1L 
16902623	SAP130 
17056181	HOXA11 
16902683	LOC100131320 
16902690	LOC440905 
16902703	POTEF 
16902726	CCDC74B 
16902749	SMPD4 
16902787	TUBA3E 
16902813	POTEI 
16902865	FAM168B 
16902877	LOC401010 
16902923	MIR663B 
16902945	NCKAP5 
16903028	ZRANB3 
16903090	MCM6 
16903111	DARS 
16903140	CXCR4 
16903327	GTDC1 
16903356	ZEB2 
16903427	ORC4 
16903461	MMADHC 
16903491	RND3 
16903529	RBM43 
16903537	NMI 
16903552	NEB 
16903753	ARL5A 
16903794	STAM2 
16903815	PRPF40A 
16903897	NR4A2 
16903929	FAM133DP 
16903931	CYTIP 
16903969	ACVR1 
16904024	WDSUB1 
16904039	BAZ2B 
16904100	BAZ2B 
16747678	C1S 
16904152	PLA2R1 
16729755	CCDC81 
16904223	RBMS1 
16904278	DPP4 
16904324	FAP 
16904365	IFIH1 
16904388	KCNH7 
16904410	FIGN 
16904425	GRB14 
16904447	COBLL1 
16904484	SNORA70F 
16904551	GALNT3 
16904588	TTC21B 
16904667	SCN9A 
16904700	SCN7A 
17070653	OSGIN2 
16725210	MS4A7 
16904780	SPC25 
16904827	LRP2 
16904917	FASTKD1 
16904956	METTL5 
16905013	TLK1 
16905056	METTL8 
16905076	SLC25A12 
16905123	LOC100287375 
16905163	SP3 
16905175	OLA1 
16905201	CIR1 
16905216	GPR155 
16905238	WIPF1 
16905292	CHN1 
16905322	ATF2 
16905353	MIR933 
16905355	ATP5G3 
16905371	KIAA1715 
16905407	LOC100129455 
16905434	MIR1246 
16905475	NFE2L2 
16905516	TTC30B 
17118399	LOC100652973 
16905570	PRKRA 
16905590	FKBP7 
16906000	SESTD1 
16906065	CWC22 
16906175	FRZB 
16906184	NCKAP1 
16906285	CALCRL 
16906308	TFPI 
16906335	RN5S114 
16906352	COL5A2 
16906419	SLC40A1 
16906440	OSGEPL1 
16906460	ORMDL1 
16906477	HIBCH 
16906509	TMEM194B 
16906534	STAT1 
16906571	STAT4 
16906615	SDPR 
16906733	STK17B 
16906749	HECW2 
16906800	GTF3C3 
16906830	C2orf66 
16906835	PGAP1 
16906872	ANKRD44 
16906921	SF3B1 
16906962	HSPD1 
16906991	RFTN2 
16907087	TYW5 
16907104	KCTD18 
16907130	CLK1 
16907156	PPIL3 
16907173	ORC2 
16907198	FAM126B 
16907225	CFLAR-AS1 
16907257	TRAK2 
16907303	TMEM237 
16907353	ALS2 
16907412	SUMO1 
16907424	LOC100507247 
16907427	ICA1L 
16907458	WDR12 
16907488	RAPH1 
16907526	INO80D 
16907546	GCSHP3 
16907548	NDUFS1 
16907572	GPR1 
16907623	KLF7 
16907641	KLF7-IT1 
16907672	METTL21A 
16907691	FZD5 
16907758	IDH1 
16907784	KANSL1L 
16907812	ACADL 
16907843	LANCL1 
16907912	IKZF2 
16907960	BARD1 
16907979	ABCA12 
16908037	FN1 
16908138	MREG 
16908171	MARCH4 
16908197	IGFBP5 
16908251	TNS1 
16908316	AAMP 
16908338	TMBIM1 
16908373	USP37 
16908415	ZNF142 
16908433	RNF25 
16908500	MIR375 
16908604	CNPPD1 
16908656	ATG9A 
16908685	GLB1L 
16908711	TUBA4A 
16908782	DNPEP 
16908817	DES 
16908822	CHPF 
16908832	MIR3132 
16908880	MIR4268 
16908948	FARSB 
16908985	AP1S3 
16908998	WDFY1 
16909021	SERPINE2 
16909042	FAM124B 
16909049	CUL3 
16813038	MFGE8 
16909165	IRS1 
16909257	SLC19A3 
16909303	PID1 
16909319	DNER 
16909339	TRIP12 
16909413	SP110 
16781573	ANG 
16909491	NCL 
16909532	NMUR1 
16909537	PDE6D 
16909595	KCNJ13 
16909608	NGEF 
16909638	USP40 
16909700	HJURP 
16909715	MSL3P1 
16909724	ARL4C 
16909828	COL6A3 
16909916	ILKAP 
16909949	HES6 
16909958	PER2 
16910068	MIR4440 
16910076	MIR2467 
16910081	NDUFA10 
16910109	MIR4786 
16910119	MYEOV2 
16910154	PP14571 
16910209	AQP12B 
16910284	C2orf54 
16910306	LOC728208 
16910375	HDLBP 
16910446	STK25 
16910485	THAP4 
16910501	DTYMK 
16910529	LOC100505565 
16910536	PDCD1 
16910593	ZCCHC3 
16910597	SOX12 
16910601	NRSN2 
16910618	RBCK1 
16910645	FAM110A 
16910655	PSMF1 
16910709	LOC100507495 
16910728	SIRPA 
16910744	STK35 
16910825	NOP56 
16910876	C20orf141 
16910888	PTPRA 
16910948	GNRH2 
16910953	MRPS26 
16697971	LMOD1 
16910965	UBOX5-AS1 
16910974	ITPA 
16910994	ATRN 
16911026	HSPA12B 
16911040	CDC25B 
16911070	AP5S1 
16911077	MAVS 
16911090	PANK2 
16911106	MIR103A2 
16965268	CD38 
17101531	TLR7 
16911149	PCNA-AS1 
16911151	CDS2 
16911212	MCM8 
16911238	CRLS1 
16911261	BMP2 
16911283	PLCB1 
16911336	RNU105B 
16911338	PLCB4 
16911432	C20orf94 
16911463	BTBD3 
16911493	SPTLC3 
16911517	ISM1 
16911525	NDUFAF5 
16911605	SNRPB2 
16911651	DSTN 
16911675	C20orf72 
16911688	PET117 
16911698	CSRP2BP 
16911737	POLR3F 
16911752	MIR3192 
16911754	SEC23B 
16911780	LINC00493 
16911783	DTD1 
16911804	SLC24A3 
16911835	RIN2 
16911853	NAA20 
16911923	PLK1S1 
16911943	XRN2 
16912041	SSTR4 
16912052	NXT1 
16912057	GZF1 
16672838	FCER1G 
16912140	ENTPD6 
16912167	PYGB 
16912192	GINS1 
16912267	FRG1B 
16912322	HM13 
16912354	PSIMCT-1 
16912362	ID1 
16912370	COX4I2 
16912379	TPX2 
16912472	HCK 
16912492	TM9SF4 
16912520	POFUT1 
16912535	KIF3B 
16912552	ASXL1 
16912597	DNMT3B 
16912625	MAPRE1 
16912666	BPIFB2 
16912818	CBFA2T2 
16912846	ACTL10 
16912871	CHMP4B 
16912878	RALY 
16912900	ASIP 
16912905	ITCH 
16912939	MIR644A 
16912941	DYNLRB1 
16912965	TP53INP2 
16912975	ACSS2 
16913065	PROCR 
16913143	ERGIC3 
16913198	ROMO1 
16913206	PHF20 
16913263	EPB41L1 
16913305	C20orf4 
16913315	DLGAP4 
16748788	MGST1 
16913347	C20orf24 
16913378	RPN2 
16913403	MANBAL 
16913413	SRC 
16913441	NNAT 
16913456	CTNNBL1 
16913486	VSTM2L 
16913493	RPRD1B 
16913558	SNHG11 
16913572	SNORA60 
16913574	RALGAPB 
16913619	ADIG 
16913648	SLC32A1 
16913653	ACTR5 
16913681	FAM83D 
16913689	DHX35 
16913733	LOC100128988 
16913737	TOP1 
16913761	PLCG1 
16913811	LPIN3 
16913856	SRSF6 
16913869	L3MBTL1 
16913915	SGK2 
16913936	IFT52 
16913957	MYBL2 
16913985	TOX2 
16914042	HNF4A 
16914062	TTPAL 
16914070	PKIG 
16914084	WISP2 
16914096	KCNK15 
16914103	YWHAB 
16914147	STK4 
16914197	RBPJL 
16914213	DBNDD2 
16914240	PIGT 
16914264	WFDC2 
16914285	WFDC13 
16914297	DNTTIP1 
16914315	UBE2C 
16914327	SNX21 
16914339	ZSWIM3 
16914345	ZSWIM1 
16914352	CTSA 
16914374	PCIF1 
16914469	SLC2A10 
16914478	EYA2 
16914509	NCOA3 
16914546	RN5S486 
16914628	ARFGEF2 
16914671	CSE1L 
16914704	DDX27 
16914733	ZNFX1-AS1 
16914757	SLC9A8 
16914779	RNU7-72P 
16914781	RNF114 
16914791	SNAI1 
16914812	CEBPB 
16914844	PTPN1 
16914859	MIR645 
16914867	PARD6B 
16914875	BCAS4 
16914888	MOCS3 
16914901	RNU7-6P 
16914925	TSHZ2 
16914961	PFDN4 
16915009	FAM210B 
16915015	CSTF1 
16915044	C20orf43 
16915091	TFAP2C 
16915151	RAE1 
16915173	RBM38 
16915202	MIR4532 
16915220	RAB22A 
16915231	VAPB 
16915262	STX16-NPEPL1 
16915317	GNAS 
16915364	TH1L 
16915412	EDN3 
16915448	FAM217B 
16915457	CDH26 
16915519	MIR646 
16915528	MIR4533 
16915590	SS18L1 
16915609	GTPBP5 
16915635	OSBPL2 
16915656	ADRM1 
16915671	LOC100506553 
16915676	RPS21 
16915712	SLCO4A1 
16915748	C20orf20 
16915755	OGFR 
16915771	COL9A3 
16915804	C20orf11 
16915815	SLC17A9 
16915868	BIRC7 
16915881	ARFGAP1 
16915918	COL20A1 
16915993	PPDPF 
16916070	ZGPAT 
16916085	ZGPAT 
16916104	SLC2A4RG 
16916126	ABHD16B 
16916130	TPD52L2 
16916146	DNAJC5 
16916156	MIR941-1 
16916161	MIR941-1 
16916163	UCKL1-AS1 
16916166	PRPF6 
16916196	TCEA2 
16916223	OPRL1 
16916261	PCMTD2 
16916284	DEFB128 
16916304	LOC100507459 
16916309	SOX12 
16916312	TBC1D20 
16916328	CSNK2A1P  
16916352	SRXN1 
16916360	SRXN1 
16916367	SLC52A3 
16916377	ANGPT4 
16916389	RSPO4 
16916396	TMEM74B 
16916407	SDCBP2 
16916439	NSFL1C 
16916546	SNRPB 
16916574	IDH3B 
16795965	FBLN5 
16916623	PCED1A 
16916644	UBOX5 
16916656	PROSAPIP1 
16916667	DDRGK1 
16916682	SLC4A11 
16916712	C20orf194 
16916763	ADAM33 
16916802	SIGLEC1 
16916852	CENPB 
16916861	MIR103B2 
16916863	RNF24 
16916901	RASSF2 
16916920	SLC23A2 
16916944	RN5S474 
16916946	TMEM230 
16916958	PCNA 
16916988	LOC149837 
16917004	GPCPD1 
16917030	TRMT6 
16917054	LRRN4 
16917061	FERMT1 
16917114	TMX4 
16917173	MKKS 
16917183	JAG1 
16917284	LOC100505536 
16917291	TASP1 
16917317	ESF1 
16917400	KIF16B 
16917468	RRBP1 
16917504	SNX5 
16917529	SNORD17 
16917531	OVOL2 
16917533	OVOL2 
16917602	RBBP9 
16917652	LOC100287166 
16917655	CRNKL1 
16917689	RALGAPA2 
16917822	FOXA2 
16917849	THBD 
16917859	CD93 
16917892	NAPB 
16917912	CST11 
16917939	CST3 
16917949	CST4 
16917963	CST2 
16917975	GGTLC1 
16918011	C20orf3 
16918023	ACSS1 
16918077	ABHD12 
16918137	ZNF337 
16918235	DEFB124 
16918240	HM13-AS1 
16918244	BCL2L1 
16918255	FOXS1 
16918259	DUSP15 
16918296	PLAGL2 
16918351	COMMD7 
16918384	CDK5RAP1 
16918445	E2F1 
16918455	PXMP4 
16918473	LOC100505490 
16918485	EIF2S2 
16918496	AHCY 
16918522	PIGU 
16918546	NCOA6 
16918569	GGT7 
16918589	GSS 
16918609	TRPC4AP 
16918633	EDEM2 
16918664	EIF6 
16918679	EDEM2 
16918681	MT1P3 
16918683	MT1P3 
16918755	FER1L4 
16918797	RBM12 
16918832	NFS1 
16918859	RBM39 
16918908	SCAND1 
16918918	LOC647979 
16918953	NDRG3 
16918976	DSN1 
16918996	SOGA1 
16731461	NNMT 
16919044	RBL1 
16919072	C20orf132 
16919107	BLCAP 
16919138	TTI1 
16919158	TGM2 
16919225	SNORA71A 
16919227	SNORA71C 
16919229	SNORA71D 
16919242	MAFB 
16919265	ZHX3 
16919295	CHD6 
16919408	C20orf111 
16919418	FITM2 
16919448	SERINC3 
16919466	ADA 
16919508	TOMM34 
17055657	MACC1 
16919567	SDC4 
16919663	TNNC2 
16919673	ACOT8 
16919703	PLTP 
16919728	ZNF335 
16919769	NCOA5 
16919804	SLC35C2 
16919828	ELMO2 
16919864	ZNF334 
16919879	SLC13A3 
16919906	TP53RK 
16919912	LOC100505944 
16919915	ZMYND8 
17040387	HLA-A 
16920047	PREX1 
16920100	STAU1 
16920121	ZNFX1 
16920156	PTGIS 
16920169	B4GALT5 
16920201	UBE2V1 
16920244	LOC100506153 
16920277	ADNP 
16920287	DPM1 
16920315	NFATC2 
16920338	ATP9A 
16920454	ZNF217 
16920495	MIR4756 
16920497	CYP24A1 
16920548	AURKA 
16920585	BMP7 
16920671	PMEPA1 
16920742	MIR298 
16920762	CTSZ 
16920776	SLMO2 
16920806	SYCP2 
16920857	PPP1R3D 
16920885	TAF4 
16920910	PSMA7 
16920923	HRH3 
16920939	LAMA5 
16921036	CABLES2 
16921064	GATA5 
16921072	C20orf166-AS1 
16921102	C20orf90 
16921119	OGFR-AS1 
16921123	TCFL5 
16921134	DIDO1 
16921181	YTHDF1 
16921191	NKAIN4 
16921258	EEF1A2 
16921268	PTK6 
16921317	GMEB2 
16921331	STMN3 
16921338	ARFRP1 
16921354	ZBTB46 
16921368	C20orf181 
16921375	UCKL1 
16921400	MIR647 
16921402	ZNF512B 
16921420	SAMD10 
16921428	SOX18 
16921433	RGS19 
16921472	IGHV1OR15-9 
16921525	RN5S488 
16921591	USP25 
16921627	LINC00478 
16921642	MIR99A 
16921679	CHODL 
16921760	LINC00308 
16921827	MIR155 
16921832	JAM2 
16921850	GABPA 
16921914	LINC00113 
16921948	USP16 
16922011	BACH1 
16922031	GRIK1-AS2  
16922036	GRIK1-AS2  
16922038	GRIK1-AS2 
16922045	GRIK1-AS2  
16922047	GRIK1-AS2  
16922102	SOD1 
16922114	HUNK 
16922143	C21orf119 
16880001	STON1-GTF2A1L 
16922176	GCFC1-AS1 
16922222	IFNAR2 
16922243	IL10RB 
16922260	IFNAR1 
16922275	IFNGR2 
16922292	SON 
16922323	LOC100506284 
16922327	ITSN1 
16922385	LOC100506334 
16922396	SLC5A3 
16922477	CBR1 
16922495	CBR3 
16922501	DOPEY2 
16922543	MORC3 
16922571	MORC3 
16922648	TTC3P1  
16922724	DYRK1A 
16922747	DSCR8 
16922759	KCNJ15 
16922779	ETS2 
16922824	WRB 
16922851	SH3BGR 
16922887	IGSF5 
16922899	PCP4 
16922920	BACE2 
16922940	PLAC4 
16922943	FAM3B 
16922959	MX2 
16922993	PFKL 
16923031	MX1 
16923145	ABCG1 
16923271	NDUFV3 
16923289	PKNOX1 
16923347	RRP1B 
16923365	PDXK 
16923417	AGPAT3 
16923451	TRAPPC10 
16923521	C21orf33 
16923586	TRPM2 
16923625	LRRC3 
16923659	KRTAP10-9 
16923663	KRTAP10-10 
16923675	KRTAP10-12 
16923692	FAM207A 
16923766	COL18A1 
16923805	PCBP3 
16923842	COL6A1 
16923890	COL6A2 
16923929	MCM3AP-AS1 
16923941	YBEY 
16923951	PCNT 
16924007	DIP2A 
16924068	PRMT2 
16924101	TEKT4P2 
16924113	TPTE 
16924141	TPTE 
16924143	TPTE 
16924145	TPTE 
16924149	TPTE 
16924207	HSPA13 
16924217	SAMSN1 
16924268	NRIP1 
16924305	BTG3 
16924320	C21orf91-OT1 
16924327	C21orf91 
16924339	CHODL-AS1 
16924523	MRPL39 
16924537	ATP5J 
16924551	APP 
16924592	CYYR1 
16924602	ADAMTS1 
17002681	LCP2 
16924654	N6AMT1 
16924668	LTN1 
16924709	RWDD2B 
16924719	CCT8 
16924761	GRIK1 
16924878	TIAM1 
16924928	SCAF4 
16924966	MIS18A 
16924979	URB1 
16925023	SNORA80 
16925037	C21orf59 
16925057	SYNJ1 
16925097	GCFC1 
16925155	LOC100288432 
16925158	TMEM50B 
16925194	GART 
16925239	DONSON 
16925263	CRYZL1 
16925293	ATP5O 
16925406	SETD4 
16925440	MEMO1P1 
16925442	CBR3-AS1 
16925452	CLDN14 
16925466	HLCS 
16925495	PIGP 
16925537	DSCR3 
16925573	DSCR4 
16925602	ERG 
16925674	PSMG1 
16925689	BRWD1 
16925746	BRWD1-IT1 
16925749	BRWD1-IT2 
16925752	HMGN1 
16925859	PLAC4 
16925911	RIPK4 
16925983	C2CD2 
16926011	ZNF295 
16926022	C21orf128 
16926029	TFF3 
16926105	ERVH48-1 
16926148	U2AF1 
16926175	LOC100288336 
16926200	SIK1 
16926253	CSTB 
16926329	C21orf2 
16926396	KRTAP10-6 
16926399	KRTAP12-4 
16926412	UBE2G2 
16926433	SUMO3 
16926445	PTTG1IP 
16926460	ITGB2 
16926513	LINC00163 
16926527	POFUT2 
16926550	LINC00315 
16926570	SLC19A1 
16926598	LOC100129027 
16926605	LOC100652958 
16926644	LSS 
16926679	MCM3AP 
16926765	LOC100508046 
16926778	TPTEP1 
16926813	IL17RA 
16926847	CECR9 
16926849	CECR2 
16926893	BCL2L13 
16926922	PEX26 
16926932	TUBA8 
16926942	USP18 
16927040	MRPL40 
16927052	CDC45 
16927082	SEPT5-GP1BB 
16927129	COMT 
16927151	C22orf25 
16927172	MIR185 
16927174	DGCR8 
16927198	RANBP1 
16927222	ZDHHC8 
16927245	LOC150197 
16927261	TMEM191B 
16927309	MED15 
16927390	SNAP29 
16927401	CRKL 
16927588	HIC2 
16927594	TMEM191C 
16927615	UBE2L3 
16927633	SDF2L1 
16927639	PPIL2 
16927684	MIR130B 
16927708	IGLV10-54 
16927762	IGLV1-36 
16927778	GGTLC2 
16927790	IGLV3-25 
16927812	IGLV3-16 
16927831	IGLV2-8 
16927836	IGLV4-3 
16927840	IGLV3-1 
16927844	IGLL5 
16927850	IGLJ2 
16927858	IGLV1-44 
16927867	IGLJ7 
16927874	GNAZ 
16927887	RAB36 
16927907	BCR 
16927985	RGL4 
16928023	MMP11 
16928046	SMARCB1 
16928064	SLC2A11 
16928098	MIF 
16928109	DDTL 
16928127	CABIN1 
16928182	SUSD2 
16928212	SPECC1L 
16928239	ADORA2A 
16928282	SNRPD3 
16928293	GGT2  
16928339	SGSM1 
16928372	KIAA1671 
16928391	CRYBB3 
16928402	CRYBB2 
16928428	ADRBK2 
16928539	SRRD 
16928642	TTC28-AS1 
16928668	HSCB 
16928680	CCDC117 
16928699	ZNRF3 
16928716	KREMEN1 
16928761	EWSR1 
16928794	GAS2L1 
16928824	NF2 
16928861	UQCR10 
16928867	MTMR3 
16745016	CD3D 
16929051	MORC2-AS1 
16929056	TUG1 
16929148	RNF185 
16929163	LIMK2 
16929203	DRG1 
16929283	DEPDC5 
16929347	YWHAH 
16929416	FBXO7 
16929442	TIMP3 
16929509	HMGXB4 
16929529	TOM1 
16929562	HMOX1 
16929573	MCM5 
16929615	APOL6 
16929662	NCF4 
16929677	CSF2RB 
16929719	KCTD17 
16929741	CYTH4 
16929775	CDC42EP1 
16929817	SH3BP1 
16929849	PDXP 
16668582	CD53 
16929866	NOL12 
16929882	TRIOBP 
16929920	H1F0 
16929925	GCAT 
16929940	GALR3 
16929943	EIF3L 
16929969	MICALL1 
16930051	MAFF 
16930066	KDELR3 
16930077	CBY1 
16930093	TOMM22 
16930100	GTPBP1 
16660587	C1QB 
16930173	APOBEC3D 
16930182	APOBEC3F 
16930199	APOBEC3G 
16930226	SYNGR1 
16930238	TAB1 
16930262	TAB1 
16930264	MGAT3 
16930299	ATF4 
16930307	CACNA1I 
16930383	TNRC6B 
16930418	ADSL 
16930446	SGSM3 
16930495	XPNPEP3 
16930518	RBX1 
16930534	EP300 
16930570	L3MBTL2 
16930598	ZC3H7B 
16930623	TEF 
16930635	ACO2 
16930664	CSDC2 
16930678	XRCC6 
16930700	C22orf46 
16930758	CCDC134 
16930768	SREBF2 
16930808	BK250D10.8 
16930811	SEPT3 
16930854	FAM109B 
16930860	C22orf32 
16930884	C22orf32 
16930905	SERHL 
16930938	RNU12 
16930954	TSPO 
16931015	SAMM50 
16931169	NUP50 
16931237	FBLN1 
16931278	ATXN10 
16931315	LOC150381 
16931331	MIR3619 
16931361	TTC38 
16931384	GTSE1 
16931400	TRMU 
16931463	TBC1D22A 
16931558	ZBED4 
16931569	CRELD2 
16931590	PIM3 
16931647	TRABD 
16931662	SELO 
16931677	PPP6R2 
16931729	NCAPH2 
16931936	CECR6 
16730471	KIAA1377 
16931990	ATP6V1E1 
16932023	MIR3198-1 
16932025	MICAL3 
16932103	GGT3P 
16932158	DGCR2 
16932178	DGCR11 
16932204	SLC25A1 
16932261	HIRA 
16932293	C22orf39 
16932300	UFD1L 
16932321	CLDN5 
16932341	GNB1L 
16932359	TXNRD2 
16932394	ARVCF 
16932446	LOC388849 
16932463	RTN4R 
16932473	MIR1286 
16932475	DGCR6L 
16932491	GGTLC2  
16932499	PI4KAP2 
16932521	RIMBP3 
16932612	PI4KA 
16932690	THAP7 
16932706	SLC7A4 
16932782	PI4KAP2 
16932809	YDJC 
16932821	YPEL1 
16932831	MAPK1 
16932906	PRAMEL 
16932914	ZNF280B 
16932945	POM121L1P 
16933009	IGLL1 
16933044	ZNF70 
16933055	CHCHD10 
16933062	DERL3 
16933088	GSTT2B 
16933097	DDT 
16933109	GSTTP1 
16933114	GSTT1 
16933140	GGT5 
16933171	C22orf13 
16933242	TMEM211 
16933252	LOC100128531 
16933314	HPS4 
16933350	TFIP11 
16933378	TPST2 
16933437	MN1 
16933445	PITPNB 
16933470	TTC28 
16933502	CHEK2 
16933535	XBP1 
16933564	RHBDD3 
16933591	AP1B1 
16933630	THOC5 
16933667	NIPSNAP1 
16933691	ZMAT5 
16933703	ASCC2 
16933774	GATSL3 
16933795	TBC1D10A 
16933818	SF3A1 
16933845	RNF215 
16933931	PES1 
16933960	DUSP18 
16933978	MORC2 
16934012	SELM 
16934039	RNF185-AS1 
16934059	PATZ1 
16934075	EIF4ENIF1 
16934109	PISD 
16934140	PRR14L 
16934227	C22orf28 
16934274	SYN3 
16934300	RN5S497 
16934308	LARGE 
16934403	RBFOX2 
16934491	MYH9 
16934558	TXN2 
16934568	FOXRED2 
16934583	EIF3D 
16934653	FLJ90680 
16934671	TST 
16934709	IL2RB 
16934725	C1QTNF6 
16934749	RAC2 
16934764	ELFN2 
16934786	MFNG 
16934804	CARD10 
16934854	ANKRD54 
16934866	MIR659 
16934909	BAIAP2L2 
16934929	PLA2G6 
16934970	TMEM184B 
16934991	CSNK1E 
16935020	LOC400927 
16935029	CSNK1E 
16935036	KCNJ4 
16935042	DDX17 
16935124	CBY1 
16935130	JOSD1 
16935142	SUN2 
16935176	SUN2 
16935210	CBX7 
16935228	PDGFB 
16935264	RPS19BP1 
16935290	MKL1 
16935320	SLC25A17 
16935344	ST13 
16935380	LOC100506544 
16935386	CHADL 
16935396	RANGAP1 
16935427	TOB2 
16935432	PHF5A 
16935440	POLR3H 
16935455	PMM1 
16935473	DESI1 
16935490	NHP2L1 
16935505	SHISA8 
16935510	MIR378I 
16935517	CENPM 
16935537	NAGA 
16935551	SNORD13P1 
16935553	NDUFA6 
16935560	CYP2D6 
16935593	TCF20 
16935623	RRP7A 
16935648	POLDIP3 
16935669	CYB5R3 
16935690	A4GALT 
16935703	ARFGAP3 
16935727	PACSIN2 
16935767	MCAT 
16935775	TTLL12 
16935798	SCUBE1 
16935961	KIAA0930 
16936084	C22orf40 
16951797	EOMES 
16936214	MIR3667 
16936230	BRD1 
16936253	LOC90834 
16936255	ALG12 
16936271	IL17REL 
16936325	TUBGCP6 
16936360	HDAC10 
16936408	MAPK12 
16936452	PLXNB2 
16936501	FAM116B 
16936535	SBF1 
16936585	LMF2 
16936607	SCO2 
16936624	ODF3B 
16936648	CHKB-CPT1B 
16936709	ARSA 
16936851	CNTN4 
16936900	TRNT1 
16936925	LRRN1 
16936933	SETMAR 
16936947	ITPR1 
16937024	BHLHE40 
16937035	ARL8B 
16937050	EDEM1 
16937137	LMCD1 
16937181	THUMPD3 
16937201	SETD5 
16937252	MTMR14 
16937309	BRPF1 
16937329	OGG1 
16937351	ARPC4 
16937405	JAGN1 
16937411	IL17RE 
16937475	CRELD1 
16937503	LOC442075 
16937505	FANCD2 
16937563	BRK1 
16937571	VHL 
16937579	IRAK2 
