> iCTB	M
BARX2	-0.828914875
HNRNPA2B1	-0.680859
SECTM1	0.9088235
SNORD116-6	1.9811965
PRLR	1.326586375
HLA-DRB3	0.82877925
MON2	-0.6933275
CTDSPL2	-0.572496375
GUSBP9	-0.692865875
DSN1	-0.718100625
POFUT1	0.60040225
EPS8L1	-0.8619775
LOC100288069	-1.100902375
ADAMTS15	1.1395415
MTCH2	0.622573875
ACOT8	0.5431235
C20orf24	0.68094
MARCH8	0.69388975
TPST2	-0.6810975
USP37	-0.551511375
CYP3A5	1.38891175
OCRL	-0.5421375
AKTIP	-1.072431125
LTC4S	0.644714625
AEBP2	-0.612692875
LCN2	0.999327
ERN1	0.584412875
LAMA4	1.599721
KIR2DS4	0.905774125
PRDM10	-0.672862625
ZBTB24	-0.65443
MTMR10	-1.682879875
CDH13	1.16891175
NPIPL3	-1.23756975
SUN2	0.533388625
PAQR5	0.942782125
SNAR-F	-0.800753625
SERPINB10	0.996010125
SCGB2A1	3.9034485
FKBP10	0.792695125
RNY3P2	-1.496688375
CORO1A	0.9168285
SGCB	1.29382125
SCAPER	-1.016711375
FNBP1	0.7873275
ABHD2	0.81729975
FAM3B	-1.6259005
STRA6	-0.84634125
SOCS1	0.608955625
FKBP1AP1	-1.16509025
CAMLG	0.83751775
MICA	0.7360445
B3GNT2	0.478440875
MAP3K8	-0.716603
C11orf82	-0.6912805
CLU	1.60244325
NABP2	0.713397125
TAB3	-1.635754875
ZNF354B	-1.348470375
ARRDC4	1.2205115
TRIM25	-1.16772575
SLC35B4	-0.89618275
EXOC6B	-0.7101505
AKT3	-0.667424375
CCDC162P	-0.707627375
WDR47	0.816703
FXYD1	1.474282625
FBXO5	-0.800634875
ITSN1	0.65698
HIST2H2AB	-0.98197275
HLA-C	1.391306
SPATA13	-0.71189925
ARNT	-0.83936475
GTF3C1	0.519257125
CAP1	0.672253375
TASP1	-0.624424875
DNAJC9	-0.703751375
LINC00577	-0.66218775
POLE	-0.659041375
SCARNA9L	-2.015751125
OSBPL11	-0.70890375
WDR73	-0.519757875
IGDCC3	-0.597883625
BRCA2	-1.092753375
PLK1	-0.988842375
EIF2AK3	0.737828875
DDAH2	0.5363605
LOX	1.077264
VPRBP	-0.957016
SRSF5	-1.226371875
FAM83B	-1.62014625
BRE	0.991693375
GGCT	-1.126733
PILRB	-0.7086425
TAS2R60	-0.850024625
SNORD116-2	2.150413375
MGA	-0.561061875
DDAH2	0.5627285
PPP2R3C	1.059982125
LOC100128386	-2.0336305
C12orf69	1.5354195
RNU7-77P	-1.634597625
CTCF	-0.616093
NLGN1	1.03134775
DHRSX	-1.270053125
ATPBD4	-0.68634
FAHD1	0.545010125
FAM83D	-0.786115875
OTUD1	0.9624
RNF24	1.144566
CDK5R2	-0.55381775
ZC3H11A	-0.516016875
CMTM7	1.08325775
ZSCAN4	-0.73842525
ZNF407	-0.6985095
PROM2	-0.59324
TIMP1	1.5415515
TSPAN13	-1.314733
NPIPL3	-1.27307675
SCRN1	0.70442475
ALDH7A1	-0.962924625
IP6K3	0.766777
PLIN2	-0.976568375
ACER2	-0.908816125
SST	2.62051075
SMC5	-0.557726125
ILVBL	-0.63623425
GAGE12C	1.268766625
RASSF4	0.7705015
ZNF692	-0.604117125
GCNT1	1.404241625
SEC61B	0.66262825
LOC100131434	-0.92135025
FAM98C	0.83717475
STAG1	-0.63997125
SRM	0.77627725
PARVA	0.9681475
CHAF1A	-0.671574875
TMOD1	0.779741375
LOC100509635	1.975460375
SMAGP	-2.073654125
ZFX	-0.645211875
EP300	-0.706478
NCAPH	-0.7499915
KRT16	0.69980225
SYNGR3	-0.667006625
HIST1H2BM	-1.29355675
RPS6KA3	0.764448125
PLA2G2A	-2.615181625
CDC45	-0.647453625
IGSF23	0.584978125
SUN1	-0.506209875
VEGFA	0.870415625
ARG1	0.761426625
DGKA	-0.657407125
NES	0.655251625
NPIPL3	-1.032639625
CSNK1G1	0.661040625
CD81	0.641686625
CHD9	0.6445615
RIF1	-0.564287
MYO6	-0.46846175
EP400NL	-0.715178375
RIN1	-0.540029
LOC283299	-1.9737705
PSG4	-1.493517625
CPSF7	-0.751871125
CCK	-1.354644125
FLJ33630	0.736191875
RAD51	-1.10239275
H2AFY2	0.68342675
SNRNP70	-0.675267125
DUSP23	1.5899365
LHFP	0.821089625
GPI	0.7287235
NUF2	-1.052316875
CYBB	2.16482525
ANKRD19P	0.628041375
MAPKAPK2	0.703440625
LOC100509457	0.877425375
NCAPD2	-0.827742125
DSC2	-1.151928
SNORD116-8	1.961909
NDP-AS1	0.959339125
FAM86DP	0.517964875
ST14	-1.16686975
HLA-DQB2	0.712227625
HLA-DQB2	0.712227625
MKI67	-0.692674
FAM129B	-0.76362575
TIA1	-0.542685375
SEMA3B	-1.430849125
LPHN3	-1.3258945
LOC100505957	-1.038124625
SLC9A9-AS1	1.260605
TNS1	0.9204595
FLJ22447	0.848819625
SMARCC1	-0.51459425
AHR	-1.615494375
RHOJ	1.24703975
CSE1L	-0.838495875
NCOA6	-0.649069875
POU2F1	-0.693184875
SAP130	-1.00717825
ZNF277	0.760068
RALGPS1	-0.628213125
LOC100505987	-1.16566075
COMMD7	-0.578026125
RDH5	0.52892875
CEP68	-0.823174625
MFSD2A	-0.91834625
DPM3	0.604165375
GUK1	0.630003125
DHRS2	-1.55508625
ACIN1	-0.75085525
FPGS	0.626460875
HIGD2A	0.553794625
FITM2	0.839364375
C6orf228	-0.7609265
HERC2P4	-1.0603645
SCARNA10	-1.21851625
RN5S463	-0.792530625
LAPTM4B	1.196631
ARHGAP11B	-0.898868875
TET1	-1.48262725
WSB1	-0.826355625
RN5S113	-1.081414
TIPIN	-0.92763975
SYNE2	-0.677628625
SLIT2	-1.728169375
HOXA13	-1.073022375
NR6A1	-0.87345075
KIR3DL3	0.923688
ZNF525	-1.12922375
TMEM42	0.6556485
MIR181B1	-2.097510375
MPP5	-1.203871125
FAM134B	1.317108375
HIST2H2AA4	-1.189521
POC1B-GALNT4	0.91156275
LOC100289230	-0.795119375
SLC25A1	-0.538559
PKP4	1.20295025
MIPOL1	1.15652375
PPP1R14C	-1.1554585
KLHDC8B	0.50854425
CMPK1	0.621874125
HLA-DQB2	0.72969
TBC1D3F	-0.5995595
PRICKLE1	-0.745474375
KDM4C	-0.731734
FOXF2	-0.9229385
CUL3	-0.614049125
RASAL2	-0.75822025
FANCI	-0.94617375
NEO1	1.085459625
CREG1	0.717260625
TDRD6	1.580230375
HOMER3	0.6224435
CATSPER2P1	1.466640625
LOC150381	0.792835375
NUDT12	1.26930875
LRFN4	0.85072125
CD28	1.5536605
TMEM200B	0.693322125
C16orf13	0.7210585
WRNIP1	-0.640840125
NR3C1	-0.484728625
SH3BGRL2	-1.355122875
DIAPH1	-0.519436125
C1orf135	-1.07943475
LOC100505776	2.7200405
TINF2	0.571039
D4S234E	-0.74628475
PITPNA	-0.8086365
TBC1D3	-0.58636525
PARP3	0.70105225
MIR4742	-1.19617425
ARL6IP1	-0.594157
TSL	-0.9893805
HLA-C	1.020556625
TRPT1	0.539448875
GRIK1	-1.115778125
ACAT2	-0.54722575
MRPL41	0.890930875
CMAS	-0.749659875
BUB1	-0.53716725
TADA1	-0.522201125
MARCH1	0.7019555
RCSD1	0.660780125
TLN2	0.57152175
SEC22C	0.523292
ZNF181	0.472489375
RTP4	1.174850875
TRAPPC2L	0.562726375
CREB3L2	-0.638632
LOC100506158	0.5564015
ARSB	0.70572525
SEC11C	0.96538875
RNASE1	1.773645375
EIF4G2	-0.49425175
LRRC15	1.411819875
PCOLCE	1.1030025
FKBP7	0.9753625
FNBP4	-0.717277375
SNORD114-8	-1.65774575
CARD18	-1.26134325
MMP1	4.1163165
MBNL1	0.9287165
RDH11	0.524658125
RGL2	-0.564790375
RGL2	-0.564790375
RGL2	-0.564790375
RGL2	-0.564790375
PLK1S1	0.6565425
ACPP	-1.594125375
SLC6A4	-1.654484
MMP3	2.426909
NDUFAF1	0.702586875
C1GALT1	-1.10576075
GSG2	-0.81941625
ABAT	0.518316
SLC3A1	1.25042625
KANK4	-0.8577795
NPY	0.98976025
DLGAP5	-1.322331125
ACBD6	-0.884464375
PITPNC1	0.655095875
GH1	-1.48410775
ECT2	-0.89853625
MIR497HG	0.694381
C18orf54	-1.15815775
CAMK2D	2.028513875
RNF2	-0.690729
CRB3	-0.963460375
GIMAP2	0.704241375
EPC2	-0.429365625
AGAP5	-0.76454925
HNRNPA1	-0.851092875
MIR29C	-1.548423375
SNORD116-3	1.957333125
SNORD116-3	1.957333125
FLJ45340	-0.719595125
TK1	-0.952717375
AREG	-3.154789625
IKZF1	0.972559875
SERPING1	1.93313125
SRSF6	-0.696603125
PIGK	1.238275875
EFHD1	-0.639699
STAT5B	-0.928386875
H6PD	0.87409025
DDX24	1.00521475
LOC100505812	0.891329
PPP1R3C	1.069562125
MED11	0.847392875
PPIP5K1	-1.400484125
COL4A5	0.871315125
NPIPL3	-1.003944125
NFAT5	-0.8258785
TMEM60	0.62842675
SLC26A2	-1.32655
ALG10B	-1.09215775
DUSP18	0.688381125
FGD5-AS1	0.453998125
TCERG1	-0.528888375
WASL	-0.551424125
WNT2	-1.55512625
SRPRB	0.694828125
CRIM1	-0.913169
UBE2D1	0.920645125
DDX39B	-0.668646125
DDX39B	-0.668646125
DDX39B	-0.668646125
SPRYD3	0.7329345
NEB	-0.718506125
IL13RA1	1.06619125
FLOT1	0.623298625
LTBP1	1.464929875
OST4	0.63934675
POLR3B	-0.706731625
LAYN	1.400962875
USP46	-1.363413375
MIR548H2	-0.778478625
RN5S256	-0.48168725
SRRM1	-0.54182
GPR116	1.701618875
FLJ25363	-1.027111375
LRRC42	-0.750145
CG030	-1.32411525
LEPROTL1	0.724544125
ZNF280B	0.87152
LOC100289574	-0.567751625
TRADD	0.53351675
TSPAN8	1.277993875
LIG4	0.87997275
TM4SF5	1.983381625
PSG7	-3.789949025
ZNF250	-1.17900875
C1orf85	0.49792
MIR30A	-1.41292325
CETN2	0.531860625
SPI1	0.719474625
MBOAT1	1.083748375
FCGRT	0.7165155
VPS37A	-0.424040125
RBM23	-0.44965375
FLJ35776	0.69365475
HNRPDL	-0.747668875
SCAF8	-0.569223375
CISD3	0.70031125
SNRNP25	0.565206875
CCAR1	-0.492724125
EHD4	0.59870425
LOC100129455	0.643316375
MIR1290	-0.9222825
CD2BP2	0.78958875
HDAC2	-0.63357725
SNORD114-19	-3.0657515
LOC100505736	0.81773625
CD163L1	0.991769625
TSPAN4	0.604171125
WDR72	1.912951
ABHD6	0.503403125
CCNL1	-0.707730875
CYB5R3	0.827181
HAX1	0.579158
FAM125B	-0.9021525
MAMDC2	2.811452125
ZNF226	0.75700425
SNX9	-0.537244
MIRLET7F1	-1.45633455
RRM2	-0.743745875
KIF13A	0.509703375
BRAF	-0.788474375
LOC100506372	-1.31590925
TAF10	0.520484875
SGSH	0.706778
TREML3P	-0.5828385
ZCCHC24	0.9787165
CLRN1	-1.6620745
MMAB	-0.56151825
CADPS2	1.125647875
NMB	0.7610835
S100P	-0.552318375
IGFBP1	4.4166695
SMC4	-0.879950375
SNORD114-27	-2.06356975
LOC100129046	-0.627552625
ITFG3	-0.48505
SRD5A3	1.03370225
PPIP5K1	-1.222603375
FAM47E	-0.738346
EVC	0.846569125
LYPD5	-1.063152125
KIF13B	1.011677875
PPP1R1A	0.665873875
SPPL3	-0.57903075
PLDN	0.75056375
LY96	1.81393
FBXO22	-0.45047425
SLC16A10	-1.5452655
PFN4	0.868495125
TAS2R13	-0.810675875
PIGR	1.032102625
LOC647264	-0.700702125
LENG8	-0.8116695
EIF1B	0.569919
EIF3L	-0.507638125
HLA-DQB1	1.098040625
SMPD1	0.89845675
ANKRD10	-1.021388
BRIX1	-0.77721875
MIR548H1	-2.11196225
SELM	1.023024
SEMA6D	-1.288349
MME	-1.001445375
SLC20A2	-0.41969575
IER3IP1	0.630353125
NUP50	-0.610959375
MYO1E	0.719242625
LOC100289488	-0.985644125
NAA20	0.665435375
TCEAL1	0.922374
MIR515-1	-2.773096
MIR515-1	-2.773096
C1orf21	-0.7663055
PXDN	0.69191225
BACE1	0.71318275
ST3GAL6	-0.673328625
